Wall time,Step,Value
1748301621.585005,2048,-0.034188270568847656
1748301622.268497,3072,0.002632439136505127
1748301622.9248378,4096,0.0003546476364135742
1748301623.572576,5120,3.272294998168945e-05
1748301624.233223,6144,-0.0005996227264404297
1748301624.8810298,7168,0.00041091442108154297
1748301625.519361,8192,0.00039446353912353516
1748301626.180247,9216,-0.00012576580047607422
1748301626.834514,10240,-0.00015056133270263672
1748301627.4840379,11264,-6.568431854248047e-05
1748301628.1240819,12288,2.5510787963867188e-05
1748301628.7608058,13312,-3.4689903259277344e-05
1748301629.39275,14336,-8.7738037109375e-05
1748301630.032046,15360,-2.2292137145996094e-05
1748301630.6754339,16384,4.839897155761719e-05
1748301631.310836,17408,7.331371307373047e-06
1748301631.946263,18432,-2.384185791015625e-07
1748301632.587243,19456,2.7418136596679688e-06
1748301633.226652,20480,-2.7418136596679688e-06
1748301633.8616042,21504,9.5367431640625e-07
1748301634.501965,22528,5.781650543212891e-06
1748301635.14304,23552,-1.7881393432617188e-06
1748301635.78107,24576,6.556510925292969e-07
1748301636.417292,25600,1.1920928955078125e-07
1748301637.0740411,26624,2.384185791015625e-06
1748301637.730784,27648,5.960464477539062e-07
1748301638.4083421,28672,6.9141387939453125e-06
1748301639.070198,29696,7.569789886474609e-06
1748301639.7313979,30720,-1.1920928955078125e-07
1748301640.36718,31744,-3.5762786865234375e-07
1748301641.0234408,32768,-1.5139579772949219e-05
1748301641.667551,33792,1.2516975402832031e-05
1748301642.312286,34816,1.2218952178955078e-05
1748301642.966796,35840,1.1920928955078125e-05
1748301643.618312,36864,-3.123283386230469e-05
1748301644.298621,37888,2.1159648895263672e-05
1748301644.938859,38912,2.1457672119140625e-05
1748301645.591836,39936,1.1324882507324219e-05
1748301646.2420402,40960,-7.641315460205078e-05
1748301646.8967621,41984,1.1265277862548828e-05
1748301647.547332,43008,-3.230571746826172e-05
1748301648.181087,44032,0.00020492076873779297
1748301648.818032,45056,4.4286251068115234e-05
1748301649.4633129,46080,1.4960765838623047e-05
1748301650.105868,47104,-6.4373016357421875e-06
1748301650.743146,48128,-3.8504600524902344e-05
1748301651.3854039,49152,-1.430511474609375e-05
1748301652.0414028,50176,-1.0371208190917969e-05
1748301652.714755,51200,1.329183578491211e-05
1748301653.369199,52224,-3.898143768310547e-05
1748301654.056187,53248,4.470348358154297e-06
1748301654.7148302,54272,-1.4066696166992188e-05
1748301655.3925939,55296,6.377696990966797e-06
1748301656.060172,56320,3.337860107421875e-06
1748301656.7036722,57344,2.086162567138672e-06
1748301657.339246,58368,-9.894371032714844e-06
1748301657.967693,59392,1.049041748046875e-05
1748301658.607945,60416,-4.887580871582031e-06
1748301659.24649,61440,9.894371032714844e-06
1748301659.917879,62464,-3.2782554626464844e-05
1748301660.550358,63488,3.2067298889160156e-05
1748301661.203927,64512,-3.504753112792969e-05
1748301661.84455,65536,6.181001663208008e-05
1748301662.4887109,66560,0.00013577938079833984
1748301663.131007,67584,0.00014573335647583008
1748301663.7685592,68608,0.0003135204315185547
1748301664.404653,69632,0.0003249049186706543
1748301665.04448,70656,0.0004916787147521973
1748301665.68522,71680,0.000542759895324707
1748301666.327774,72704,0.00029850006103515625
1748301666.9668322,73728,0.0003457069396972656
1748301667.608507,74752,9.065866470336914e-05
1748301668.246469,75776,0.0003115534782409668
1748301668.880455,76800,8.887052536010742e-05
1748301669.516263,77824,0.00015372037887573242
1748301670.1499531,78848,5.155801773071289e-05
1748301670.78644,79872,-0.00010156631469726562
1748301671.423608,80896,0.0005478262901306152
1748301672.063284,81920,0.0001685023307800293
1748301672.708291,82944,0.00015026330947875977
1748301673.352789,83968,0.029270172119140625
1748301673.995085,84992,0.2663421034812927
1748301674.63426,86016,0.03469109535217285
1748301675.276287,87040,0.04565560817718506
1748301675.9248052,88064,0.5759443044662476
1748301676.560251,89088,0.819591760635376
1748301677.210479,90112,0.72044438123703
1748301677.861301,91136,0.676351010799408
1748301678.5127401,92160,0.6576244831085205
1748301679.150787,93184,0.7711647748947144
1748301679.792643,94208,0.6499208211898804
1748301680.446472,95232,0.36144012212753296
1748301681.089875,96256,0.40655481815338135
1748301681.7379599,97280,0.6046925783157349
1748301682.372436,98304,0.6163477897644043
