Wall time,Step,Value
1748301747.01599,200704,-2.1771128177642822
1748301747.649771,201728,-2.179600954055786
1748301748.282903,202752,-2.186314105987549
1748301748.9127522,203776,-2.1985554695129395
1748301749.548148,204800,-2.2081143856048584
1748301750.1870909,205824,-2.214808225631714
1748301750.82824,206848,-2.221945285797119
1748301751.4655411,207872,-2.223393678665161
1748301752.0944588,208896,-2.2243008613586426
1748301752.725017,209920,-2.2208480834960938
1748301753.358401,210944,-2.2162060737609863
1748301753.990935,211968,-2.2200064659118652
1748301754.6177962,212992,-2.222472906112671
1748301755.2509131,214016,-2.2229650020599365
1748301755.882564,215040,-2.2238337993621826
1748301756.517675,216064,-2.2253267765045166
1748301757.150966,217088,-2.2268850803375244
1748301757.783514,218112,-2.228156805038452
1748301758.4200902,219136,-2.2290444374084473
1748301759.051139,220160,-2.2307307720184326
1748301759.68197,221184,-2.2337334156036377
1748301760.339565,222208,-2.2354214191436768
1748301760.97749,223232,-2.2388503551483154
1748301761.613296,224256,-2.2428324222564697
1748301762.24798,225280,-2.244663953781128
1748301762.885925,226304,-2.247657060623169
1748301763.5233421,227328,-2.2504630088806152
1748301764.156736,228352,-2.2535879611968994
1748301764.7887502,229376,-2.259446382522583
1748301765.4224699,230400,-2.261033535003662
1748301766.057236,231424,-2.2631475925445557
1748301766.6881301,232448,-2.266606092453003
1748301767.319238,233472,-2.273491382598877
1748301767.953515,234496,-2.28208065032959
1748301768.586671,235520,-2.287268877029419
1748301769.220263,236544,-2.2895967960357666
1748301769.8527849,237568,-2.291820764541626
1748301770.485612,238592,-2.2933225631713867
1748301771.122327,239616,-2.2997074127197266
1748301771.758346,240640,-2.3122920989990234
1748301772.389857,241664,-2.313028573989868
1748301773.020921,242688,-2.314706802368164
1748301773.656655,243712,-2.318039894104004
1748301774.288374,244736,-2.3235349655151367
1748301774.922873,245760,-2.3363685607910156
1748301775.5552971,246784,-2.3445165157318115
1748301776.1962502,247808,-2.349238395690918
1748301776.832484,248832,-2.35672926902771
1748301777.4664462,249856,-2.3615925312042236
1748301778.101941,250880,-2.3673181533813477
1748301778.75685,251904,-2.370058059692383
1748301779.399803,252928,-2.3735616207122803
1748301780.044687,253952,-2.3786165714263916
1748301780.7013152,254976,-2.3841476440429688
1748301781.3406348,256000,-2.387801170349121
1748301781.981837,257024,-2.3937008380889893
1748301782.634739,258048,-2.3972091674804688
1748301783.276371,259072,-2.404494047164917
1748301783.917258,260096,-2.407691240310669
1748301784.551952,261120,-2.4107353687286377
1748301785.185121,262144,-2.413285732269287
1748301785.819944,263168,-2.418377161026001
1748301786.4557078,264192,-2.42160964012146
1748301787.085438,265216,-2.423089027404785
1748301787.718706,266240,-2.428098201751709
1748301788.357753,267264,-2.432131290435791
1748301788.992224,268288,-2.434546709060669
1748301789.625273,269312,-2.4364333152770996
1748301790.262471,270336,-2.4385316371917725
1748301790.918349,271360,-2.4404296875
1748301791.556994,272384,-2.441509246826172
1748301792.1918771,273408,-2.4469661712646484
1748301792.8282712,274432,-2.455803632736206
1748301793.661194,275456,-2.459066390991211
1748301794.580818,276480,-2.462390661239624
1748301795.525611,277504,-2.4681811332702637
1748301796.1793761,278528,-2.473578929901123
1748301796.8375092,279552,-2.483154058456421
1748301797.496819,280576,-2.4944610595703125
1748301798.1683578,281600,-2.5059118270874023
1748301798.872226,282624,-2.517244338989258
1748301799.5745869,283648,-2.5209407806396484
1748301800.2505789,284672,-2.525900363922119
1748301800.928874,285696,-2.526747226715088
1748301801.5734432,286720,-2.528012752532959
1748301802.232148,287744,-2.5297863483428955
1748301802.870732,288768,-2.5331687927246094
1748301803.5121229,289792,-2.535468339920044
1748301804.150329,290816,-2.5391082763671875
1748301804.788927,291840,-2.5415472984313965
1748301805.4326808,292864,-2.5437965393066406
1748301806.078721,293888,-2.5462303161621094
1748301806.717967,294912,-2.550004005432129
1748301807.356052,295936,-2.553297281265259
1748301807.9949162,296960,-2.557260036468506
1748301808.653964,297984,-2.563199520111084
1748301809.3183181,299008,-2.5663037300109863
1748301809.9654038,300032,-2.5720338821411133
1748301810.6164749,301056,-2.5745761394500732
1748301811.299575,302080,-2.5786585807800293
1748301812.013577,303104,-2.579695701599121
1748301812.701209,304128,-2.5805904865264893
1748301813.3509262,305152,-2.5842084884643555
1748301814.062151,306176,-2.5887537002563477
1748301814.725464,307200,-2.5920467376708984
1748301815.376524,308224,-2.596318244934082
1748301816.0962481,309248,-2.6023669242858887
1748301816.778114,310272,-2.610959053039551
1748301817.4384692,311296,-2.6195740699768066
1748301818.093615,312320,-2.6254630088806152
1748301818.759488,313344,-2.627568244934082
1748301819.421685,314368,-2.629305362701416
1748301820.071672,315392,-2.6355557441711426
1748301820.703846,316416,-2.6410183906555176
1748301821.344961,317440,-2.6422791481018066
1748301822.047324,318464,-2.6450843811035156
1748301822.763805,319488,-2.649296760559082
1748301823.439893,320512,-2.6530673503875732
1748301824.091208,321536,-2.656137228012085
1748301824.7597911,322560,-2.65682053565979
1748301825.404969,323584,-2.659177541732788
1748301826.0676942,324608,-2.663323402404785
1748301826.7239501,325632,-2.6654036045074463
1748301827.386936,326656,-2.666839599609375
1748301828.030169,327680,-2.670569658279419
1748301828.670248,328704,-2.682849168777466
1748301829.32391,329728,-2.693483591079712
1748301830.029676,330752,-2.696451425552368
1748301830.7183318,331776,-2.699603796005249
1748301831.361772,332800,-2.704463005065918
1748301832.011843,333824,-2.7102956771850586
1748301832.6503942,334848,-2.7159101963043213
1748301833.286098,335872,-2.7195184230804443
1748301833.926827,336896,-2.72741961479187
1748301834.563139,337920,-2.739311933517456
1748301835.206319,338944,-2.745319128036499
1748301835.841513,339968,-2.7533469200134277
1748301836.497545,340992,-2.7546558380126953
1748301837.160307,342016,-2.7553582191467285
1748301837.804644,343040,-2.756859064102173
1748301838.435957,344064,-2.7594404220581055
1748301839.069192,345088,-2.7622323036193848
1748301839.7153862,346112,-2.7686476707458496
1748301840.384806,347136,-2.77658748626709
1748301841.037143,348160,-2.7785277366638184
1748301841.695395,349184,-2.779550313949585
1748301842.3478248,350208,-2.786322593688965
1748301842.988481,351232,-2.7958786487579346
1748301843.632561,352256,-2.7984185218811035
1748301844.2963982,353280,-2.799875497817993
1748301844.98115,354304,-2.802107334136963
1748301845.643619,355328,-2.8081672191619873
1748301846.2942379,356352,-2.8129663467407227
1748301846.933814,357376,-2.8146324157714844
1748301847.6584299,358400,-2.816657543182373
1748301848.317068,359424,-2.8198769092559814
1748301849.057556,360448,-2.8228843212127686
1748301849.753126,361472,-2.8294599056243896
1748301850.43452,362496,-2.838780403137207
1748301851.140995,363520,-2.8404195308685303
1748301851.808678,364544,-2.8452956676483154
1748301852.498819,365568,-2.853649377822876
1748301853.15291,366592,-2.8635573387145996
1748301853.8066409,367616,-2.8654162883758545
1748301854.455682,368640,-2.866717576980591
1748301855.1016479,369664,-2.8691999912261963
1748301855.755472,370688,-2.8789401054382324
1748301856.405354,371712,-2.8884682655334473
1748301857.062099,372736,-2.8931260108947754
1748301857.730848,373760,-2.9043872356414795
1748301858.386212,374784,-2.9114201068878174
1748301859.033916,375808,-2.920693874359131
1748301859.722802,376832,-2.9332754611968994
1748301860.3756511,377856,-2.9359567165374756
1748301861.056756,378880,-2.9376049041748047
1748301861.708304,379904,-2.9399609565734863
1748301862.3453922,380928,-2.942789077758789
1748301862.980603,381952,-2.945498466491699
1748301863.617012,382976,-2.950613260269165
1748301864.256365,384000,-2.9550254344940186
1748301864.888157,385024,-2.9616823196411133
1748301865.527196,386048,-2.973036289215088
1748301866.164358,387072,-2.980341672897339
1748301866.796888,388096,-2.983157157897949
1748301867.433488,389120,-2.9941978454589844
1748301868.07376,390144,-3.0057876110076904
1748301868.707038,391168,-3.015662431716919
1748301869.340852,392192,-3.0210437774658203
1748301869.978422,393216,-3.0227267742156982
1748301870.614201,394240,-3.0258071422576904
1748301871.251107,395264,-3.0353622436523438
1748301871.884237,396288,-3.046290159225464
1748301872.521394,397312,-3.0530717372894287
1748301873.158533,398336,-3.0555789470672607
1748301873.793407,399360,-3.0650179386138916
1748301874.434331,400384,-3.075007200241089
1748301875.071149,401408,-3.0767033100128174
1748301875.704009,402432,-3.0812478065490723
1748301876.338101,403456,-3.0862791538238525
1748301876.9721332,404480,-3.0890049934387207
1748301877.6072478,405504,-3.091179609298706
1748301878.2464068,406528,-3.0927510261535645
1748301878.881711,407552,-3.093593120574951
1748301879.5181298,408576,-3.09466552734375
1748301880.1559172,409600,-3.0961432456970215
1748301880.791708,410624,-3.0978283882141113
1748301881.425042,411648,-3.1000750064849854
1748301882.054993,412672,-3.105382204055786
1748301882.6919181,413696,-3.111024856567383
1748301883.324422,414720,-3.117011547088623
1748301883.9608011,415744,-3.125053644180298
1748301884.603203,416768,-3.1285533905029297
1748301885.237222,417792,-3.135558843612671
1748301885.871255,418816,-3.140089750289917
1748301886.506856,419840,-3.1398346424102783
1748301887.1420171,420864,-3.138991117477417
1748301887.776202,421888,-3.1407766342163086
1748301888.413863,422912,-3.145097255706787
1748301889.0503712,423936,-3.1536123752593994
1748301889.699271,424960,-3.1618688106536865
1748301890.331358,425984,-3.171605348587036
1748301890.969803,427008,-3.1828668117523193
1748301891.6071239,428032,-3.1851420402526855
1748301892.245737,429056,-3.1890275478363037
1748301892.885664,430080,-3.194377899169922
1748301893.519478,431104,-3.2009665966033936
1748301894.152381,432128,-3.203900098800659
1748301894.7938602,433152,-3.210270881652832
1748301895.4300008,434176,-3.2121775150299072
1748301896.067059,435200,-3.2147982120513916
1748301896.7050502,436224,-3.218827486038208
1748301897.33997,437248,-3.226870059967041
1748301897.9734669,438272,-3.237138509750366
1748301898.606745,439296,-3.2435951232910156
1748301899.247952,440320,-3.2495532035827637
1748301899.9212532,441344,-3.2514657974243164
1748301900.557747,442368,-3.2524876594543457
1748301901.197736,443392,-3.2537872791290283
1748301901.8357508,444416,-3.2548983097076416
1748301902.475171,445440,-3.256690740585327
1748301903.1373172,446464,-3.2584774494171143
1748301903.784661,447488,-3.2615692615509033
1748301904.4216928,448512,-3.2636795043945312
1748301905.0594099,449536,-3.2664783000946045
1748301905.6973062,450560,-3.2688663005828857
